POSTNR,HEITI_NF,HEITI_TGF
300,Breiðargata 2C,Breiðargötu 2C
300,Breiðargata 3,Breiðargötu 3
300,Breiðargata 3A,Breiðargötu 3A
300,Breiðargata 4,Breiðargötu 4
300,Breiðargata 5,Breiðargötu 5
300,Breiðargata 5B,Breiðargötu 5B
300,Breiðargata 8,Breiðargötu 8
300,Breiðargata 8A,Breiðargötu 8A
300,Breiðargata 8B,Breiðargötu 8B
300,Breiðargata Breið,Breiðargötu Breið
300,Brekkubraut,Brekkubraut
300,Brekkubraut 1,Brekkubraut 1
300,Brekkubraut 10,Brekkubraut 10
300,Brekkubraut 11,Brekkubraut 11
300,Brekkubraut 12,Brekkubraut 12
300,Brekkubraut 13,Brekkubraut 13
300,Brekkubraut 14,Brekkubraut 14
300,Brekkubraut 15,Brekkubraut 15
300,Brekkubraut 16,Brekkubraut 16
300,Brekkubraut 17,Brekkubraut 17
300,Brekkubraut 18,Brekkubraut 18
300,Brekkubraut 19,Brekkubraut 19
300,Brekkubraut 2,Brekkubraut 2
300,Brekkubraut 20,Brekkubraut 20
300,Brekkubraut 21,Brekkubraut 21
300,Brekkubraut 22,Brekkubraut 22
300,Brekkubraut 23,Brekkubraut 23
300,Brekkubraut 24,Brekkubraut 24
300,Brekkubraut 25,Brekkubraut 25
300,Brekkubraut 26,Brekkubraut 26
300,Brekkubraut 27,Brekkubraut 27
300,Brekkubraut 28,Brekkubraut 28
300,Brekkubraut 29,Brekkubraut 29
300,Brekkubraut 3,Brekkubraut 3
300,Brekkubraut 31,Brekkubraut 31
300,Brekkubraut 4,Brekkubraut 4
300,Brekkubraut 5,Brekkubraut 5
300,Brekkubraut 6,Brekkubraut 6
300,Brekkubraut 7,Brekkubraut 7
300,Brekkubraut 8,Brekkubraut 8
300,Brekkubraut 9,Brekkubraut 9
300,Brekkuflöt 1,Brekkuflöt 1
300,Brekkuflöt 2,Brekkuflöt 2
300,Brekkuflöt 3,Brekkuflöt 3
300,Brekkuflöt 4,Brekkuflöt 4
300,Brekkuflöt 5,Brekkuflöt 5
300,Brekkuflöt 6,Brekkuflöt 6
300,Brekkuflöt 7,Brekkuflöt 7
300,Brekkuflöt 8,Brekkuflöt 8
300,Bresaflöt 1,Bresaflöt 1
300,Brúarflöt 2,Brúarflöt 2
300,Brúarflöt 2A,Brúarflöt 2A
300,Brúarflöt 4,Brúarflöt 4
300,Brúarflöt 4A,Brúarflöt 4A
300,Bárugata,Bárugötu
300,Bárugata 14,Bárugötu 14
300,Bárugata 15,Bárugötu 15
300,Bárugata 16,Bárugötu 16
300,Bárugata 17,Bárugötu 17
300,Bárugata 18,Bárugötu 18
300,Bárugata 19,Bárugötu 19
300,Bárugata 19A,Bárugötu 19A
300,Bárugata 19B,Bárugötu 19B
300,Bárugata 20,Bárugötu 20
300,Bárugata 20A,Bárugötu 20A
300,Bárugata 21,Bárugötu 21
300,Bárugata 22,Bárugötu 22
300,Bárugata 23,Bárugötu 23
300,Bárugata 24,Bárugötu 24
300,Bárugata 7,Bárugötu 7
300,Bárugata 9,Bárugötu 9
300,Dalbraut 1,Dalbraut 1
300,Dalbraut 10,Dalbraut 10
300,Dalbraut 14,Dalbraut 14
300,Dalbraut 15,Dalbraut 15
300,Dalbraut 16,Dalbraut 16
300,Dalbraut 17,Dalbraut 17
300,Dalbraut 19,Dalbraut 19
300,Dalbraut 2,Dalbraut 2
300,Dalbraut 21,Dalbraut 21
300,Dalbraut 23,Dalbraut 23
300,Dalbraut 25,Dalbraut 25
300,Dalbraut 27,Dalbraut 27
300,Dalbraut 29,Dalbraut 29
300,Dalbraut 31,Dalbraut 31
300,Dalbraut 33,Dalbraut 33
300,Dalbraut 35,Dalbraut 35
300,Dalbraut 37,Dalbraut 37
300,Dalbraut 39,Dalbraut 39
300,Dalbraut 4,Dalbraut 4
300,Dalbraut 41,Dalbraut 41
300,Dalbraut 43,Dalbraut 43
300,Dalbraut 45,Dalbraut 45
300,Dalbraut 47,Dalbraut 47
300,Dalbraut 49,Dalbraut 49
300,Dalbraut 51,Dalbraut 51
300,Dalbraut 53,Dalbraut 53
300,Dalbraut 55,Dalbraut 55
300,Dalbraut 57,Dalbraut 57
300,Dalbraut 59,Dalbraut 59
300,Dalbraut 6,Dalbraut 6
300,Dalbraut 8,Dalbraut 8
300,Dalsflöt 1,Dalsflöt 1
300,Dalsflöt 10,Dalsflöt 10
300,Dalsflöt 11,Dalsflöt 11
300,Dalsflöt 2,Dalsflöt 2
300,Dalsflöt 3,Dalsflöt 3
300,Dalsflöt 4,Dalsflöt 4
300,Dalsflöt 5,Dalsflöt 5
300,Dalsflöt 6,Dalsflöt 6
300,Dalsflöt 7,Dalsflöt 7
300,Dalsflöt 8,Dalsflöt 8
300,Dalsflöt 9,Dalsflöt 9
300,Deildartún 10,Deildartúni 10
300,Deildartún 2,Deildartúni 2
300,Deildartún 3,Deildartúni 3
300,Deildartún 4,Deildartúni 4
300,Deildartún 5,Deildartúni 5
300,Deildartún 6,Deildartúni 6
300,Deildartún 7,Deildartúni 7
300,Deildartún 8,Deildartúni 8
300,Deildartún 9,Deildartúni 9
300,Eikarskógar 1,Eikarskógum 1
300,Eikarskógar 10,Eikarskógum 10
300,Eikarskógar 11,Eikarskógum 11
300,Eikarskógar 12,Eikarskógum 12
300,Eikarskógar 13,Eikarskógum 13
300,Eikarskógar 2,Eikarskógum 2
300,Eikarskógar 3,Eikarskógum 3
300,Eikarskógar 4,Eikarskógum 4
300,Eikarskógar 5,Eikarskógum 5
300,Eikarskógar 6,Eikarskógum 6
300,Eikarskógar 7,Eikarskógum 7
300,Eikarskógar 8,Eikarskógum 8
300,Eikarskógar 9,Eikarskógum 9
300,Einigrund 1,Einigrund 1
300,Einigrund 10,Einigrund 10
300,Einigrund 11,Einigrund 11
300,Einigrund 12,Einigrund 12
300,Einigrund 13,Einigrund 13
300,Einigrund 14,Einigrund 14
300,Einigrund 15,Einigrund 15
300,Einigrund 16,Einigrund 16
300,Einigrund 17,Einigrund 17
300,Einigrund 18,Einigrund 18
300,Einigrund 19,Einigrund 19
300,Einigrund 2,Einigrund 2
300,Einigrund 20,Einigrund 20
300,Einigrund 21,Einigrund 21
300,Einigrund 22,Einigrund 22
300,Einigrund 23,Einigrund 23
300,Einigrund 24,Einigrund 24
300,Einigrund 25,Einigrund 25
300,Einigrund 26,Einigrund 26
300,Einigrund 27,Einigrund 27
300,Einigrund 28,Einigrund 28
300,Einigrund 29,Einigrund 29
300,Einigrund 3,Einigrund 3
300,Einigrund 30,Einigrund 30
300,Einigrund 32,Einigrund 32
300,Einigrund 34,Einigrund 34
300,Einigrund 36,Einigrund 36
300,Einigrund 4,Einigrund 4
300,Einigrund 5,Einigrund 5
300,Einigrund 6,Einigrund 6
300,Einigrund 7,Einigrund 7
300,Einigrund 8,Einigrund 8
300,Einigrund 9,Einigrund 9
300,Elínarvegur 13,Elínarvegi 13
300,Elínarvegur 13A,Elínarvegi 13A
300,Elínarvegur 15,Elínarvegi 15
300,Elínarvegur 19,Elínarvegi 19
300,Elínarvegur 21,Elínarvegi 21
300,Elínarvegur 23,Elínarvegi 23
300,Elínarvegur 3,Elínarvegi 3
300,Elínarvegur 5,Elínarvegi 5
300,Elínarvegur 7,Elínarvegi 7
300,Elínarvegur 9,Elínarvegi 9
300,Esjubraut 1,Esjubraut 1
300,Esjubraut 10,Esjubraut 10
300,Esjubraut 11,Esjubraut 11
300,Esjubraut 12,Esjubraut 12
300,Esjubraut 13,Esjubraut 13
300,Esjubraut 14,Esjubraut 14
300,Esjubraut 15,Esjubraut 15
300,Esjubraut 16,Esjubraut 16
300,Esjubraut 17,Esjubraut 17
300,Esjubraut 18,Esjubraut 18
300,Esjubraut 19,Esjubraut 19
300,Esjubraut 2,Esjubraut 2
300,Esjubraut 20,Esjubraut 20
300,Esjubraut 21,Esjubraut 21
300,Esjubraut 22,Esjubraut 22
300,Esjubraut 23,Esjubraut 23
300,Esjubraut 24,Esjubraut 24
300,Esjubraut 25,Esjubraut 25
300,Esjubraut 26,Esjubraut 26
300,Esjubraut 27,Esjubraut 27
300,Esjubraut 28,Esjubraut 28
300,Esjubraut 29,Esjubraut 29
300,Esjubraut 30,Esjubraut 30
300,Esjubraut 31,Esjubraut 31
300,Esjubraut 33,Esjubraut 33
300,Esjubraut 35,Esjubraut 35
300,Esjubraut 37,Esjubraut 37
300,Esjubraut 39,Esjubraut 39
300,Esjubraut 4,Esjubraut 4
300,Esjubraut 41,Esjubraut 41
300,Esjubraut 43,Esjubraut 43
300,Esjubraut 43A,Esjubraut 43A
300,Esjubraut 45,Esjubraut 45
300,Esjubraut 47,Esjubraut 47
300,Esjubraut 49,Esjubraut 49
300,Esjubraut 5,Esjubraut 5
300,Esjubraut 6,Esjubraut 6
300,Esjubraut 7,Esjubraut 7
300,Esjubraut 8,Esjubraut 8
300,Esjubraut 9,Esjubraut 9
300,Esjuvellir 1,Esjuvöllum 1
300,Esjuvellir 10,Esjuvöllum 10
300,Esjuvellir 11,Esjuvöllum 11
300,Esjuvellir 12,Esjuvöllum 12
300,Esjuvellir 13,Esjuvöllum 13
300,Esjuvellir 14,Esjuvöllum 14
300,Esjuvellir 15,Esjuvöllum 15
300,Esjuvellir 16,Esjuvöllum 16
300,Esjuvellir 17,Esjuvöllum 17
300,Esjuvellir 18,Esjuvöllum 18
300,Esjuvellir 19,Esjuvöllum 19
300,Esjuvellir 2,Esjuvöllum 2
300,Esjuvellir 20,Esjuvöllum 20
300,Esjuvellir 21,Esjuvöllum 21
300,Esjuvellir 22,Esjuvöllum 22
300,Esjuvellir 24,Esjuvöllum 24
300,Esjuvellir 3,Esjuvöllum 3
300,Esjuvellir 4,Esjuvöllum 4
300,Esjuvellir 5,Esjuvöllum 5
300,Esjuvellir 6,Esjuvöllum 6
300,Esjuvellir 8,Esjuvöllum 8
300,Esjuvellir 9,Esjuvöllum 9
300,Espigrund 1,Espigrund 1
300,Espigrund 11,Espigrund 11
300,Espigrund 13,Espigrund 13
300,Espigrund 15,Espigrund 15
300,Espigrund 1A,Espigrund 1A
300,Espigrund 2,Espigrund 2
300,Espigrund 3,Espigrund 3
300,Espigrund 4,Espigrund 4
300,Espigrund 5,Espigrund 5
300,Espigrund 6,Espigrund 6
300,Espigrund 7,Espigrund 7
300,Espigrund 8,Espigrund 8
300,Espigrund 9,Espigrund 9
300,Eyrarflöt 1,Eyrarflöt 1
300,Eyrarflöt 11,Eyrarflöt 11
300,Eyrarflöt 13,Eyrarflöt 13
300,Eyrarflöt 2,Eyrarflöt 2
300,Eyrarflöt 3,Eyrarflöt 3
300,Eyrarflöt 4,Eyrarflöt 4
300,Eyrarflöt 5,Eyrarflöt 5
300,Eyrarflöt 6,Eyrarflöt 6
300,Eyrarflöt 7,Eyrarflöt 7
300,Eyrarflöt 8,Eyrarflöt 8
300,Eyrarflöt 9,Eyrarflöt 9
300,Eyrarlundur 2,Eyrarlundi 2
300,Eyrarlundur 4,Eyrarlundi 4
300,Eyrarlundur 6,Eyrarlundi 6
300,Eyrarlundur 8,Eyrarlundi 8
300,Fagrilundur 11,Fagralundi 11
300,Fagrilundur 13,Fagralundi 13
300,Fagrilundur 15,Fagralundi 15
300,Fagrilundur 1A,Fagralundi 1A
300,Fagrilundur 1B,Fagralundi 1B
300,Fagrilundur 1C,Fagralundi 1C
300,Fagrilundur 2A,Fagralundi 2A
300,Fagrilundur 2B,Fagralundi 2B
300,Fagrilundur 2C,Fagralundi 2C
300,Fagrilundur 3A,Fagralundi 3A
300,Fagrilundur 3B,Fagralundi 3B
300,Fagrilundur 4,Fagralundi 4
300,Fagrilundur 5,Fagralundi 5
300,Fagrilundur 6,Fagralundi 6
300,Fagrilundur 7,Fagralundi 7
300,Fagrilundur 9,Fagralundi 9
300,Faxabraut 1,Faxabraut 1
300,Faxabraut 10,Faxabraut 10
300,Faxabraut 11,Faxabraut 11
300,Faxabraut 15,Faxabraut 15
300,Faxabraut 1A,Faxabraut 1A
300,Faxabraut 3,Faxabraut 3
300,Faxabraut 5,Faxabraut 5
300,Faxabraut 7,Faxabraut 7
300,Faxabraut 9,Faxabraut 9
300,Faxabraut 9A,Faxabraut 9A
300,Fjólulundur 1,Fjólulundi 1
300,Fjólulundur 11,Fjólulundi 11
300,Fjólulundur 13,Fjólulundi 13
300,Fjólulundur 2,Fjólulundi 2
300,Fjólulundur 3,Fjólulundi 3
300,Fjólulundur 4,Fjólulundi 4
300,Fjólulundur 5,Fjólulundi 5
300,Fjólulundur 6,Fjólulundi 6
300,Fjólulundur 7,Fjólulundi 7
300,Fjólulundur 8,Fjólulundi 8
300,Fjólulundur 9,Fjólulundi 9
300,Freyjugata 1A,Freyjugötu 1A
300,Furugrund 1,Furugrund 1
300,Furugrund 10,Furugrund 10
300,Furugrund 11,Furugrund 11
300,Furugrund 12,Furugrund 12
300,Furugrund 13,Furugrund 13
300,Furugrund 14,Furugrund 14
300,Furugrund 15,Furugrund 15
300,Furugrund 16,Furugrund 16
300,Furugrund 17,Furugrund 17
300,Furugrund 18,Furugrund 18
300,Furugrund 2,Furugrund 2
300,Furugrund 20,Furugrund 20
300,Furugrund 22,Furugrund 22
300,Furugrund 24,Furugrund 24
300,Furugrund 26,Furugrund 26
300,Furugrund 28,Furugrund 28
300,Furugrund 29,Furugrund 29
300,Furugrund 3,Furugrund 3
300,Furugrund 30,Furugrund 30
300,Furugrund 31,Furugrund 31
300,Furugrund 32,Furugrund 32
300,Furugrund 33,Furugrund 33
300,Furugrund 34,Furugrund 34
300,Furugrund 35,Furugrund 35
300,Furugrund 36,Furugrund 36
300,Furugrund 37,Furugrund 37
300,Furugrund 38,Furugrund 38
300,Furugrund 39,Furugrund 39
300,Furugrund 4,Furugrund 4
300,Furugrund 40,Furugrund 40
300,Furugrund 41,Furugrund 41
300,Furugrund 42,Furugrund 42
300,Furugrund 43,Furugrund 43
300,Furugrund 44,Furugrund 44
300,Furugrund 45,Furugrund 45
300,Furugrund 46,Furugrund 46
300,Furugrund 5,Furugrund 5
300,Furugrund 6,Furugrund 6
300,Furugrund 7,Furugrund 7
300,Furugrund 8,Furugrund 8
300,Furugrund 9,Furugrund 9
300,Garðabraut,Garðabraut
300,Garðabraut 1,Garðabraut 1
300,Garðabraut 10,Garðabraut 10
300,Garðabraut 11,Garðabraut 11
300,Garðabraut 12,Garðabraut 12
300,Garðabraut 13,Garðabraut 13
300,Garðabraut 15,Garðabraut 15
300,Garðabraut 16,Garðabraut 16
300,Garðabraut 17,Garðabraut 17
300,Garðabraut 18,Garðabraut 18
300,Garðabraut 19,Garðabraut 19
300,Garðabraut 1A,Garðabraut 1A
300,Garðabraut 1B,Garðabraut 1B
300,Garðabraut 2,Garðabraut 2
300,Garðabraut 20,Garðabraut 20
300,Garðabraut 21,Garðabraut 21
300,Garðabraut 22,Garðabraut 22
300,Garðabraut 23,Garðabraut 23
300,Garðabraut 24,Garðabraut 24
300,Garðabraut 25,Garðabraut 25
300,Garðabraut 26,Garðabraut 26
300,Garðabraut 27,Garðabraut 27
300,Garðabraut 29,Garðabraut 29
300,Garðabraut 2A,Garðabraut 2A
300,Garðabraut 3,Garðabraut 3
300,Garðabraut 31,Garðabraut 31
300,Garðabraut 33,Garðabraut 33
300,Garðabraut 35,Garðabraut 35
300,Garðabraut 37,Garðabraut 37
300,Garðabraut 39,Garðabraut 39
300,Garðabraut 4,Garðabraut 4
300,Garðabraut 41,Garðabraut 41
300,Garðabraut 43,Garðabraut 43
300,Garðabraut 45,Garðabraut 45
300,Garðabraut 5,Garðabraut 5
300,Garðabraut 6,Garðabraut 6
300,Garðabraut 7,Garðabraut 7
300,Garðabraut 8,Garðabraut 8
300,Garðabraut 9,Garðabraut 9
300,Garðaflói 70,Garðaflóa 70
300,Garðagrund 1,Garðagrund 1
300,Garðagrund 3,Garðagrund 3
300,Garðaholt 3,Garðaholti 3
300,Garðaholt 3A,Garðaholti 3A
300,Garðalundur,Garðalundi
300,Garðalundur 2,Garðalundi 2
300,Garðalundur 4,Garðalundi 4
300,Garðavöllur,Garðavelli
300,Garðavöllur 1,Garðavelli 1
300,Garðavöllur 2,Garðavelli 2
300,Garðavöllur 3,Garðavelli 3
300,Grenigrund 1,Grenigrund 1
300,Grenigrund 10,Grenigrund 10
300,Grenigrund 11,Grenigrund 11
300,Grenigrund 12,Grenigrund 12
300,Grenigrund 13,Grenigrund 13
300,Grenigrund 14,Grenigrund 14
300,Grenigrund 15,Grenigrund 15
300,Grenigrund 16,Grenigrund 16
300,Grenigrund 18,Grenigrund 18
300,Grenigrund 2,Grenigrund 2
300,Grenigrund 20,Grenigrund 20
300,Grenigrund 22,Grenigrund 22
300,Grenigrund 24,Grenigrund 24
300,Grenigrund 26,Grenigrund 26
300,Grenigrund 28,Grenigrund 28
300,Grenigrund 3,Grenigrund 3
300,Grenigrund 30,Grenigrund 30
300,Grenigrund 31,Grenigrund 31
300,Grenigrund 32,Grenigrund 32
300,Grenigrund 33,Grenigrund 33
300,Grenigrund 34,Grenigrund 34
300,Grenigrund 35,Grenigrund 35
300,Grenigrund 36,Grenigrund 36
300,Grenigrund 37,Grenigrund 37
300,Grenigrund 38,Grenigrund 38
300,Grenigrund 39,Grenigrund 39
300,Grenigrund 4,Grenigrund 4
300,Grenigrund 40,Grenigrund 40
300,Grenigrund 41,Grenigrund 41
300,Grenigrund 42,Grenigrund 42
300,Grenigrund 43,Grenigrund 43
300,Grenigrund 44,Grenigrund 44
300,Grenigrund 45,Grenigrund 45
300,Grenigrund 46,Grenigrund 46
300,Grenigrund 48,Grenigrund 48
300,Grenigrund 5,Grenigrund 5
300,Grenigrund 6,Grenigrund 6
300,Grenigrund 7,Grenigrund 7
300,Grenigrund 7A,Grenigrund 7A
300,Grenigrund 8,Grenigrund 8
300,Grenigrund 9,Grenigrund 9
300,Grundartún 1,Grundartúni 1
300,Grundartún 10,Grundartúni 10
300,Grundartún 12,Grundartúni 12
300,Grundartún 14,Grundartúni 14
300,Grundartún 2,Grundartúni 2
300,Grundartún 3,Grundartúni 3
300,Grundartún 4,Grundartúni 4
300,Grundartún 5,Grundartúni 5
300,Grundartún 6,Grundartúni 6
300,Grundartún 8,Grundartúni 8
300,Guðlaug,Guðlaugu
300,Hafnarbraut 1,Hafnarbraut 1
300,Hafnarbraut 10,Hafnarbraut 10
300,Hafnarbraut 12,Hafnarbraut 12
300,Hafnarbraut 13,Hafnarbraut 13
300,Hafnarbraut 14,Hafnarbraut 14
300,Hafnarbraut 14A,Hafnarbraut 14A
300,Hafnarbraut 14B,Hafnarbraut 14B
300,Hafnarbraut 15,Hafnarbraut 15
300,Hafnarbraut 16,Hafnarbraut 16
300,Hafnarbraut 2,Hafnarbraut 2
300,Hafnarbraut 3,Hafnarbraut 3
300,Hafnarbraut 3A,Hafnarbraut 3A
300,Hafnarbraut 3B,Hafnarbraut 3B
300,Hafnarbraut 6,Hafnarbraut 6
300,Hafnarbraut 8,Hafnarbraut 8
300,Hagaflöt 1,Hagaflöt 1
300,Hagaflöt 10,Hagaflöt 10
300,Hagaflöt 11,Hagaflöt 11
300,Hagaflöt 2,Hagaflöt 2
300,Hagaflöt 3,Hagaflöt 3
300,Hagaflöt 4,Hagaflöt 4
300,Hagaflöt 5,Hagaflöt 5
300,Hagaflöt 6,Hagaflöt 6
300,Hagaflöt 7,Hagaflöt 7
300,Hagaflöt 8,Hagaflöt 8
300,Hagaflöt 9,Hagaflöt 9
300,Heiðarbraut 31,Heiðarbraut 31
300,Heiðarbraut 32,Heiðarbraut 32
300,Heiðarbraut 33,Heiðarbraut 33
300,Heiðarbraut 34,Heiðarbraut 34
300,Heiðarbraut 35,Heiðarbraut 35
300,Heiðarbraut 36,Heiðarbraut 36
300,Heiðarbraut 37,Heiðarbraut 37
300,Heiðarbraut 38A,Heiðarbraut 38A
300,Heiðarbraut 38B,Heiðarbraut 38B
300,Heiðarbraut 38C,Heiðarbraut 38C
300,Heiðarbraut 39,Heiðarbraut 39
300,Heiðarbraut 40,Heiðarbraut 40
300,Heiðarbraut 41,Heiðarbraut 41
300,Heiðarbraut 43,Heiðarbraut 43
300,Heiðarbraut 45,Heiðarbraut 45
300,Heiðarbraut 47,Heiðarbraut 47
300,Heiðarbraut 49,Heiðarbraut 49
300,Heiðarbraut 51,Heiðarbraut 51
300,Heiðarbraut 53,Heiðarbraut 53
300,Heiðarbraut 55,Heiðarbraut 55
300,Heiðarbraut 57,Heiðarbraut 57
300,Heiðarbraut 58,Heiðarbraut 58
300,Heiðarbraut 59,Heiðarbraut 59
300,Heiðarbraut 60,Heiðarbraut 60
300,Heiðarbraut 61,Heiðarbraut 61
300,Heiðarbraut 63,Heiðarbraut 63
300,Heiðarbraut 65,Heiðarbraut 65
300,Heiðargerði 10,Heiðargerði 10
300,Heiðargerði 11,Heiðargerði 11
300,Heiðargerði 12,Heiðargerði 12
300,Heiðargerði 13,Heiðargerði 13
300,Heiðargerði 14,Heiðargerði 14
300,Heiðargerði 15,Heiðargerði 15
300,Heiðargerði 16,Heiðargerði 16
300,Heiðargerði 17,Heiðargerði 17
300,Heiðargerði 17A,Heiðargerði 17A
300,Heiðargerði 18,Heiðargerði 18
300,Heiðargerði 19,Heiðargerði 19
300,Heiðargerði 20,Heiðargerði 20
300,Heiðargerði 21,Heiðargerði 21
300,Heiðargerði 22,Heiðargerði 22
300,Heiðargerði 24,Heiðargerði 24
300,Heiðargerði 3,Heiðargerði 3
300,Heiðargerði 5,Heiðargerði 5
300,Heiðargerði 6,Heiðargerði 6
300,Heiðargerði 7,Heiðargerði 7
300,Heiðargerði 8,Heiðargerði 8
300,Heiðargerði 9,Heiðargerði 9
300,Hjarðarholt 1,Hjarðarholti 1
300,Hjarðarholt 10,Hjarðarholti 10
300,Hjarðarholt 11,Hjarðarholti 11
300,Hjarðarholt 13,Hjarðarholti 13
300,Hjarðarholt 14,Hjarðarholti 14
300,Hjarðarholt 15,Hjarðarholti 15
300,Hjarðarholt 16,Hjarðarholti 16
300,Hjarðarholt 17,Hjarðarholti 17
300,Hjarðarholt 18,Hjarðarholti 18
300,Hjarðarholt 2,Hjarðarholti 2
300,Hjarðarholt 3,Hjarðarholti 3
300,Hjarðarholt 4,Hjarðarholti 4
300,Hjarðarholt 5,Hjarðarholti 5
300,Hjarðarholt 6,Hjarðarholti 6
300,Hjarðarholt 7,Hjarðarholti 7
300,Hjarðarholt 8,Hjarðarholti 8
300,Hjarðarholt 9,Hjarðarholti 9
300,Hlynskógar 1,Hlynskógum 1
300,Hlynskógar 10,Hlynskógum 10
300,Hlynskógar 2,Hlynskógum 2
300,Hlynskógar 3,Hlynskógum 3
300,Hlynskógar 4,Hlynskógum 4
300,Hlynskógar 5,Hlynskógum 5
300,Hlynskógar 6,Hlynskógum 6
300,Hlynskógar 7,Hlynskógum 7
300,Hlynskógar 8,Hlynskógum 8
300,Hlynskógar 9,Hlynskógum 9
300,Holtsflöt 1,Holtsflöt 1
300,Holtsflöt 2,Holtsflöt 2
300,Holtsflöt 3,Holtsflöt 3
300,Holtsflöt 4,Holtsflöt 4
300,Holtsflöt 5,Holtsflöt 5
300,Holtsflöt 6,Holtsflöt 6
300,Holtsflöt 7,Holtsflöt 7
300,Holtsflöt 9,Holtsflöt 9
300,Háholt 1,Háholti 1
300,Háholt 10,Háholti 10
300,Háholt 11,Háholti 11
300,Háholt 12,Háholti 12
300,Háholt 14,Háholti 14
300,Háholt 15,Háholti 15
300,Háholt 16,Háholti 16
300,Háholt 17,Háholti 17
300,Háholt 18,Háholti 18
300,Háholt 19,Háholti 19
300,Háholt 2,Háholti 2
300,Háholt 20,Háholti 20
300,Háholt 21,Háholti 21
300,Háholt 22,Háholti 22
300,Háholt 23,Háholti 23
300,Háholt 25,Háholti 25
300,Háholt 26,Háholti 26
300,Háholt 27,Háholti 27
300,Háholt 28,Háholti 28
300,Háholt 29,Háholti 29
300,Háholt 3,Háholti 3
300,Háholt 30,Háholti 30
300,Háholt 31,Háholti 31
300,Háholt 32,Háholti 32
300,Háholt 33,Háholti 33
300,Háholt 35,Háholti 35
300,Háholt 5,Háholti 5
300,Háholt 7,Háholti 7
300,Háholt 9,Háholti 9
300,Háteigur 1,Háteigi 1
300,Háteigur 10,Háteigi 10
300,Háteigur 11,Háteigi 11
300,Háteigur 12,Háteigi 12
300,Háteigur 14,Háteigi 14
300,Háteigur 16,Háteigi 16
300,Háteigur 2,Háteigi 2
300,Háteigur 3,Háteigi 3
300,Háteigur 4,Háteigi 4
300,Háteigur 6,Háteigi 6
300,Háteigur 8,Háteigi 8
300,Hólmaflöt 1,Hólmaflöt 1
300,Hólmaflöt 10,Hólmaflöt 10
300,Hólmaflöt 2,Hólmaflöt 2
300,Hólmaflöt 3,Hólmaflöt 3
300,Hólmaflöt 4,Hólmaflöt 4
300,Hólmaflöt 5,Hólmaflöt 5
300,Hólmaflöt 6,Hólmaflöt 6
300,Hólmaflöt 7,Hólmaflöt 7
300,Hólmaflöt 8,Hólmaflöt 8
300,Hólmaflöt 9,Hólmaflöt 9
300,Höfðabraut 1,Höfðabraut 1
300,Höfðabraut 10,Höfðabraut 10
300,Höfðabraut 12,Höfðabraut 12
300,Höfðabraut 12A,Höfðabraut 12A
300,Höfðabraut 14,Höfðabraut 14
300,Höfðabraut 16,Höfðabraut 16
300,Höfðabraut 2,Höfðabraut 2
300,Höfðabraut 3,Höfðabraut 3
300,Höfðabraut 4,Höfðabraut 4
300,Höfðabraut 5,Höfðabraut 5
300,Höfðabraut 6,Höfðabraut 6
300,Höfðabraut 7,Höfðabraut 7
300,Höfðabraut 8,Höfðabraut 8
300,Höfðagrund 1,Höfðagrund 1
300,Höfðagrund 10,Höfðagrund 10
300,Höfðagrund 11,Höfðagrund 11
300,Höfðagrund 12,Höfðagrund 12
300,Höfðagrund 13,Höfðagrund 13
300,Höfðagrund 13A,Höfðagrund 13A
300,Höfðagrund 14,Höfðagrund 14
300,Höfðagrund 14A,Höfðagrund 14A
300,Höfðagrund 14B,Höfðagrund 14B
300,Höfðagrund 14C,Höfðagrund 14C
300,Höfðagrund 14D,Höfðagrund 14D
300,Höfðagrund 15,Höfðagrund 15
300,Höfðagrund 16,Höfðagrund 16
300,Höfðagrund 17,Höfðagrund 17
300,Höfðagrund 18,Höfðagrund 18
300,Höfðagrund 19,Höfðagrund 19
300,Höfðagrund 2,Höfðagrund 2
300,Höfðagrund 20,Höfðagrund 20
300,Höfðagrund 21,Höfðagrund 21
300,Höfðagrund 22,Höfðagrund 22
300,Höfðagrund 23,Höfðagrund 23
300,Höfðagrund 24,Höfðagrund 24
300,Höfðagrund 25,Höfðagrund 25
300,Höfðagrund 26,Höfðagrund 26
300,Höfðagrund 27,Höfðagrund 27
300,Höfðagrund 28,Höfðagrund 28
300,Höfðagrund 3,Höfðagrund 3
300,Höfðagrund 4,Höfðagrund 4
300,Höfðagrund 5,Höfðagrund 5
300,Höfðagrund 6,Höfðagrund 6
300,Höfðagrund 7,Höfðagrund 7
300,Höfðagrund 7A,Höfðagrund 7A
300,Höfðagrund 8,Höfðagrund 8
300,Höfðagrund 8A,Höfðagrund 8A
300,Höfðagrund 9,Höfðagrund 9
300,Höfðasel,Höfðaseli
300,Höfðasel 1,Höfðaseli 1
300,Höfðasel 13,Höfðaseli 13
300,Höfðasel 15,Höfðaseli 15
300,Höfðasel 16,Höfðaseli 16
300,Höfðasel 18,Höfðaseli 18
300,Höfðasel 2,Höfðaseli 2
300,Höfðasel 3,Höfðaseli 3
300,Höfðasel 4,Höfðaseli 4
300,Höfðasel 5,Höfðaseli 5
300,Höfðasel 6,Höfðaseli 6
300,Höfðasel 6A,Höfðaseli 6A
300,Höfðasel 7,Höfðaseli 7
