FAERSLUNUMER,FASTNUM,HEIMILISFANG,POSTNR,UTGDAG,KAUPVERD,FASTEIGNAMAT,FASTEIGNAMAT_GILDANDI,BYGGAR,EINFLM,FJHERB
710221,2520204,Vesturbakki 3H,815,2024-03-26,22700,12950,14700,2023,"65,4",
710222,2508948,Hafnarbraut 14B,200,2024-03-21,77000,76850,77400,2021,"102,5",2
710223,2016974,Sundlaugavegur 9,105,2024-03-13,54000,52250,53900,1946,"67,4",2
710224,2320296,Brekkuás 9,221,2024-03-22,91000,85950,87900,2012,"128,6",3
710225,2239566,Gautavík 22,112,2024-03-25,86000,75800,77150,1999,"121,9",3
710226,2221416,Grófarsmári 5,201,2024-03-22,115000,111000,110750,1995,"151,8",3
710227,2053337,Vallarás 5,110,2024-03-20,49900,45250,45600,1987,"56,5",1
710228,2277922,Kirkjuvellir 3,221,2024-03-21,77900,76300,77250,2006,"127,7",3
710229,2048103,Leirubakki 10,109,2024-03-25,65500,60500,62250,1971,"116,7",3
710230,2516313,Bæjarháls 100,110,2024-03-22,88900,82650,83250,2023,"128,6",4
710231,2213247,Höfðabakki 1,110,2024-03-05,23000,17900,18800,1989,"49,5",
710232,2501691,Fagurhólsmýri 2  Neðribær,785,2023-06-26,15000,19100,22900,1947,"202,4",5
710233,2153844,Aðalgata 14,625,2024-03-22,41003,48300,52300,1982,"792,5",
710234,2220517,Kringlan 4-6,103,2024-03-20,104500,72000,77500,1987,"167,2",
710235,2294252,Norðurbakki 5C,220,2024-03-16,112000,87950,89000,2008,"134,9",3
710236,2065235,Smiðjuvegur 4A,200,2024-03-22,100000,34050,36100,1993,"263,1",
710236,2065236,Smiðjuvegur 4A,200,2024-03-22,100000,34050,36100,1993,"263,1",
710236,2065237,Smiðjuvegur 4A,200,2024-03-22,100000,34050,36100,1993,"263,1",
710237,2367291,Dalbrekka 10,200,2024-03-22,67200,68250,67900,2019,"84,1",1
710238,2295665,Langalína 34,210,2024-03-21,131500,118550,125150,2008,"152,1",2
710239,2297011,Kvistavellir 56,221,2024-03-22,128000,125850,123550,2007,"222,4",4
710240,2229796,Múlabyggð 2c,311,2024-01-26,23000,20850,22950,1995,"44,4",
710241,2529400,Hæðarland 36,800,2024-03-27,62500,62200,63100,2023,"95,2",3
710242,2080238,Traðarberg 11,221,2024-03-20,125000,116950,118350,1989,"220,0",5
710243,2245894,Básbryggja 5,110,2024-03-21,73000,69900,71750,2000,"102,3",2
710244,2293008,Ljósakur 7,210,2024-03-21,162000,149750,154750,2007,"223,1",3
710245,2285060,Langalína 11,210,2024-03-25,90000,85350,85000,2008,"109,4",2
710246,2515209,Hraungata 15,210,2024-03-25,75000,69750,74050,2021,"86,6",0
710247,2309373,Síðumúli 3,108,2024-03-22,105000,79350,82700,1980,"289,6",
710248,2358143,Reykjavíkurvegur 64,220,2024-03-19,88000,60050,64200,1980,"271,2",
710250,2326243,Uglugata 7,270,2024-03-22,180000,178400,183400,2013,"364,7",7
710251,2078348,Norðurbraut 3,220,2024-03-22,78000,61850,61600,1955,"94,3",3
710252,2165511,Árdalur,671,2024-03-22,20339,20339,21954,    ,"499,0",
710253,2325720,Hólaberg 84,111,2024-03-07,47270,64100,44500,2012,"89,9",2
710254,2169753,Urðarteigur 14,740,2024-03-30,51500,50550,54100,1971,"168,6",4
710255,2169527,Nesbakki 13,740,2024-03-30,32513,24450,26350,1978,"92,4",3
710256,2182482,Áshamar 55,900,2024-03-27,73000,51150,57600,1981,"149,3",4
710257,2183075,Búhamar 50,900,2024-03-27,87000,68250,77200,1984,"215,4",5
710258,2266755,Klapparhlíð 9,270,2024-03-22,69000,64700,64400,2003,"87,5",2
710259,2286613,Ásakór 9,203,2024-03-21,95800,99150,98850,2007,"174,3",3
710260,2131555,Freyjugata 36,550,2024-03-27,60000,44100,48750,1932,"147,1",2
710261,2077879,Miðholt 6,220,2024-03-25,98000,89200,91250,1992,"175,2",3
710262,2063098,Kársnesbraut 99,200,2024-03-22,118000,100150,100400,1965,"171,0",4
710263,2017499,Kleppsvegur 62,104,2024-03-19,73000,65050,66550,1995,"102,0",2
710264,2367767,Dalsbraut 18,260,2024-03-20,50900,46350,48150,2018,"81,3",2
710265,2039966,Berjarimi 28,112,2024-03-22,67500,58800,59500,1994,"88,3",2
710266,2516246,Hafnarbraut 4,200,2024-03-22,82000,67050,70200,2024,"85,7",1
710267,2268178,Tryggvagata 16,101,2024-03-22,81000,73350,72400,1936,"101,3",2
710268,2297291,Óseyri 10,603,2024-03-27,38000,26100,28150,2008,"92,7",
710269,2528648,Langalda 14B,850,2024-03-27,47500,32250,40650,2023,"83,4",3
710270,2522391,Áshamar 85A,900,2024-03-27,80300,22000,61400,2024,"118,3",2
710271,2507264,Sunnusmári 19,201,2024-03-23,66000,63050,65050,2020,"71,8",2
710272,2516251,Hafnarbraut 6,200,2024-03-22,75000,67200,70350,2024,"85,8",2
710273,2123856,Brunnar 8,450,2024-03-12,70000,47700,54450,1963,"168,2",5
710274,2146686,Grenivellir 18,600,2024-03-26,50000,45050,45200,1954,"113,5",3
710275,2512875,Lindahraun 6,810,2024-03-13,72500,81700,90800,2023,"179,1",3
710276,2516260,Hafnarbraut 6,200,2024-03-22,114990,92450,97200,2024,"131,7",4
710277,2516242,Hafnarbraut 6,200,2024-03-22,91990,82350,86550,2024,"116,3",3
710278,2123900,Hjallar 17,450,2024-03-22,63000,45100,52150,1975,"230,7",6
710279,2525333,Bergvík 9,800,2024-03-22,64900,62250,64700,2023,"99,3",3
710280,2521040,Austurhólar 8,800,2024-03-27,49000,47750,50650,2022,"80,1",2
710281,2501215,Elísabetarhagi 2,600,2024-03-19,53000,47750,49550,2019,"67,7",2
710282,2205648,Eyrarflöt 2,806,2024-03-12,29300,49650,58750,1980,"196,8",
710282,2205643,Eyrarflöt 6,806,2024-03-12,29300,23750,27700,1981,"196,8",
710282,2346229,Syðri-Reykir lóð,806,2024-03-12,29300,5910,6060,    ,"196,8",
710283,2528891,Öxnalækjarvegur 3I,810,2024-03-25,27900,1745,21800,    ,"86,9",
710284,2088828,Heiðarholt 26,230,2024-03-21,39500,31350,34400,1984,"60,5",1
710285,2185823,Engjavegur 38,800,2024-03-27,91000,80350,81700,1965,"207,6",4
710286,2222935,Skeljatangi 25,270,2024-03-14,66500,61700,61400,1994,"84,2",2
710287,2251194,Heiðarendi 4C,230,2024-03-27,55000,50900,55650,2003,"103,6",2
710288,2087749,Greniteigur 7,230,2024-04-02,52500,54950,57500,1963,"135,8",4
710289,2362655,Holtsvegur 5,210,2024-03-25,59000,55350,59250,2017,"64,7",1
710290,2515651,Nónhamar 4,221,2024-03-26,70500,65650,66350,2023,"90,0",3
710291,2527846,Áshamar 46,221,2024-03-25,74000,52250,70000,2023,"107,7",3
710292,2258485,Hlynsalir 1,201,2024-03-26,72000,76550,77250,2003,"102,2",2
710293,2081593,Mýrarkot 6,225,2024-03-26,118000,107400,113250,1982,"200,9",4
710294,2077710,Lækjarhvammur 17,220,2024-03-25,139900,127850,125400,1980,"257,1",5
710295,2017658,Austurbrún 21,104,2024-03-15,55000,61450,65450,1961,"97,6",2
710296,2526603,Áshamar 52,221,2024-03-04,70000,70550,71350,2023,"103,0",2
710297,2526625,Áshamar 52,221,2024-03-04,70000,70800,71600,2023,"103,0",4
710298,2281582,Móhella 4E,221,2023-12-29,10900,9820,10400,2006,"26,6",
710299,2037545,Kelduland 5,108,2024-03-26,54900,49150,50100,1971,"57,9",1
710300,2520446,Furugerði 27,108,2024-03-22,68700,66800,68200,2023,"81,3",0
710301,2059866,Engihjalli 3,200,2024-03-26,54500,51450,53700,1978,"93,0",3
710302,2239862,Lækjasmári 8,201,2024-03-27,73500,74700,77400,2000,"113,5",3
710303,2363688,Hafnarbraut 9,200,2024-03-04,75000,41800,45300,2019,"173,1",
710304,2521714,Úlfarsbraut 108A,113,2024-03-22,85500,73900,77800,2022,"115,9",4
710305,2002074,Bræðraborgarstígur 21,101,2024-03-25,61000,54200,54950,1905,"48,2",2
710306,2366694,Lágaleiti 5,103,2024-03-15,58500,52150,53750,2019,"56,7",1
710307,2059893,Engihjalli 3,200,2024-03-12,59000,49500,51700,1978,"87,0",2
710308,2008939,Eiríksgata 27,101,2024-03-08,17505,75850,74700,1934,"106,8",2
710309,2506159,Hallgerðargata 5,105,2024-03-15,120000,119500,122100,2020,"142,6",3
710310,2080313,Unnarstígur 3,220,2024-03-20,133000,114650,114800,1946,"169,8",3
710311,2063371,Kópavogsbraut 3A,200,2024-03-19,59900,58050,60300,1960,"62,0",1
710312,2049117,Álftahólar 8,111,2024-03-22,66000,69750,69850,1973,"142,9",3
710313,2240478,Fagraberg 12,221,2024-03-26,63500,63250,63500,2001,"80,0",2
710314,2089243,Hringbraut 59,230,2024-03-26,40000,30500,34000,1955,"82,8",2
710315,2093288,Gónhóll 34,260,2024-03-27,75900,74050,76900,1990,"161,9",4
710316,2086903,Austurbraut 3,230,2024-04-03,88500,72800,76350,1969,"170,8",5
710317,2273931,Skólabraut 3,260,2024-04-03,53500,46000,49500,2005,"90,0",2
710318,2060743,Furugrund 40,200,2024-03-22,69000,58650,58400,1976,"85,8",3
710319,2063802,Lautasmári 33,201,2024-03-26,73000,67600,70000,1993,"97,9",3
710320,2295159,Ásatún 44,600,2024-04-02,57300,51800,53850,2017,"86,6",2
710321,2515398,Reynihlíð 23B,604,2024-03-27,56000,50300,54800,2022,"85,3",2
710322,2089980,Mávabraut 11,230,2024-04-03,39500,32350,35500,1976,"66,8",2
710323,2517707,Njarðarvellir 8,260,2024-03-13,49500,29350,44000,2023,"57,5",1
710324,2356771,Laufdalur 43A,260,2024-03-20,60250,57400,59550,2016,"89,8",3
710325,2094170,Vallarbraut 2,260,2024-04-02,32500,26550,28750,1984,"48,6",0
710326,2089376,Hringbraut 94,230,2024-04-03,53900,57800,60250,1946,"176,8",2
710327,2220574,Vallarbraut 6,260,2024-03-26,57000,43700,46950,1994,"91,1",2
710328,2509799,Jöfursbás 11C,112,2024-03-06,46147,48750,49400,2021,"55,4",2
710329,2182790,Brattagata 14,900,2024-03-14,51000,49600,56250,1958,"164,0",3
710330,2225547,Goðaborgir 1,112,2024-03-22,61250,59250,60000,1996,"86,5",2
710331,2070393,Hegranes 33,210,2024-03-20,205000,193350,217300,1969,"377,9",9
710332,2151493,Vallargerði 4F,600,2024-04-04,65000,60450,66800,1975,"122,9",3
710333,2518182,Lækjarvellir 1A 113,604,2024-03-11,20500,11950,13150,2022,"47,3",
710334,2366247,Lerkidalur 10,260,2024-04-03,68900,67250,69850,2018,"117,0",3
710335,2300189,Grímsholt 10,250,2024-03-11,68000,61800,68050,2020,"166,8",3
710336,2253302,Svöluás 18,221,2024-03-27,130900,127700,126800,2001,"203,1",3
710337,2019826,Austurbrún 4,104,2024-03-22,34000,48750,49450,1961,"59,2",0
710338,2044556,Hraunbær 30,110,2024-03-22,43000,33200,33500,1966,"46,5",1
710339,2220545,Sólvangsvegur 3,220,2024-03-26,51900,48500,48850,1995,"62,4",1
710340,2510763,Þurárhraun 31,815,2024-03-27,94900,84250,86200,2023,"191,0",4
710341,2239837,Ránarvellir 3,230,2024-04-02,63500,64000,67000,1999,"110,0",3
710342,2517695,Njarðarvellir 8,260,2024-02-28,74600,40350,60300,2023,"94,8",2
710343,2516853,Silfursmári 8,201,2024-03-21,87900,83500,86350,2022,"112,5",2
710344,2519926,Sunnusmári 7,201,2024-03-26,87900,61700,87500,2023,"113,4",4
710345,2187502,Tunguvegur 7,800,2024-03-22,75500,80500,85700,1971,"196,3",5
710346,2234055,Huldugil 2  / 104,603,2024-04-02,35000,84850,92800,1997,"175,5",4
710347,2154756,Dalbraut 2,620,2024-04-02,50500,57500,68050,1978,"227,2",5
710348,2245814,Dofraborgir 21,112,2024-03-21,127500,136950,138150,2003,"201,0",3
710349,2082729,Arnartangi 57,270,2024-03-25,60000,77450,78550,1973,"122,0",4
710350,2520259,Silfursmári 2,201,2024-03-25,96900,64300,91100,2023,"121,7",2
710351,2045353,Hraunbær 194,110,2024-03-11,48500,57500,58400,1967,"92,6",2
710352,2521262,Breiðamýri 3,800,2024-04-02,22500,17350,19400,2023,"68,5",
710353,2513448,Austurhólar 10,800,2024-04-03,55000,51350,54250,2021,"83,2",3
710354,2079382,Stekkjarhvammur 48,220,2024-03-22,104000,109100,106650,1989,"187,0",6
710355,2215431,Sæbólsbraut 61,200,2024-03-26,175000,174300,191750,1994,"219,7",3
710356,2218934,Lindasmári 45,201,2024-03-22,103000,90200,93750,1994,"151,4",4
710357,2049436,Krummahólar 4,111,2024-03-25,45500,43800,43600,1975,"66,9",1
710358,2083113,Brattahlíð 4,270,2024-03-19,104900,88350,87900,1992,"130,6",3
710359,2058812,Auðbrekka 2,200,2024-03-16,63000,32400,34350,1963,"152,4",
710360,2268701,Daggarvellir 4B,221,2024-03-25,69900,71950,72700,2005,"110,6",3
710361,2521709,Völuskarð 22A,221,2024-03-27,120000,85150,122250,2023,"231,7",4
710362,2528904,Lautargata 6,210,2024-03-21,105300,90150,96650,2023,"128,6",3
710363,2520783,Sunnusmári 9,201,2024-03-25,79900,77900,80700,2024,"100,2",2
710364,2500842,Jarpstjörn 6,113,2024-03-21,132000,99450,124900,2023,"189,9",4
710365,2361356,Suðurlandsbraut 68A,108,2024-01-25,15909,60300,61150,2018,"74,1",1
710366,2000272,Ánanaust 3,101,2024-03-26,33984,23950,54300,2023,"53,0",1
710367,2523939,Vesturgata 66,101,2024-03-26,36613,6080,56600,    ,"57,1",1
710368,2523944,Ánanaust 5,101,2024-03-26,34433,5860,54650,    ,"53,7",1
710369,2523875,Mýrargata 43,101,2024-03-26,29624,21800,51550,2024,"46,2",1
710370,2287787,Þrastarhöfði 5,270,2024-03-19,81500,77100,76700,2006,"107,8",3
710371,2511009,Kuggavogur 3,104,2024-03-25,61400,62600,62700,2022,"71,4",1
710372,2217671,Lyngháls 10,110,2024-03-26,60000,28500,30400,1982,"116,5",
710373,2050621,Vesturberg 59,111,2024-03-20,95000,77950,82550,1976,"179,8",3
710374,2287603,Sléttuvegur 23,103,2024-03-25,66556,66500,67200,2007,"118,9",2
710375,2516839,Silfursmári 8,201,2024-03-25,86900,82500,85350,2022,"113,3",2
710376,2508912,Hafnarbraut 14C,200,2024-03-27,46000,43950,44200,2021,"43,0",1
710377,2071232,Langamýri 26,210,2024-03-27,88000,75650,76300,1987,"119,7",1
710378,2521814,Mýrargata 35,101,2024-03-15,104990,85000,98800,2023,"113,4",2
710379,2053687,Þverás 43,110,2024-03-08,106000,112850,114500,1985,"203,1",3
710380,2176013,Miðgarður 5A,700,2024-04-04,40000,50450,54800,1982,"132,6",3
710381,2212770,Selvogsbraut 35,815,2024-03-27,60500,54300,54200,1974,"142,0",3
710382,2332257,Brimdalur 5,260,2024-04-04,95500,86850,92550,2022,"161,3",3
710383,2065522,Sæbólsbraut 16,200,2024-03-26,155000,147500,150650,1984,"314,7",4
710384,2354271,Holtsvegur 12,210,2024-03-26,78900,78950,84700,2017,"111,1",2
710385,2168880,Vesturvegur 4,710,2024-04-04,25000,24750,26800,1904,"160,2",8
710386,2340541,Gagnheiði 57,800,2024-03-22,93000,32700,36500,2022,"557,8",
710387,2288733,Svölutjörn 20,260,2024-03-25,79000,75500,78350,2007,"151,3",3
710388,2060243,Fagrabrekka 25,200,2024-03-11,35000,64850,64900,1962,"118,9",3
710389,2011979,Gunnarsbraut 32,105,2024-03-26,64900,63500,64250,1939,"77,1",2
710390,2514049,Edenmörk 5,810,2024-03-27,51900,49950,53550,2022,"80,0",2
710391,2518048,Vetrarbraut 5,815,2024-03-27,69900,7050,68550,    ,"143,9",3
710392,2216605,Holtsgata 42,245,2024-03-21,61500,60950,66250,1994,"163,7",4
710393,2332824,Lækjamót 75,245,2024-03-27,68900,62400,69400,2021,"150,3",3
710394,2049609,Krummahólar 8,111,2024-03-27,55000,53400,52900,1976,"102,6",2
710395,2361725,Brekkugata 18,210,2024-03-27,157500,145950,149600,2020,"195,3",4
710396,2251861,Glósalir 7,201,2024-03-19,71500,73000,73900,2001,"97,2",2
710397,2093454,Hjallavegur 7,260,2024-03-27,35000,27650,29900,1976,"54,1",1
710398,2073098,Álfaskeið 98,220,2024-03-27,76000,72700,74400,1966,"149,1",3
710399,2033696,Stóragerði 34,108,2024-03-27,68000,67300,69050,1961,"109,0",4
710400,2264953,Þórðarsveigur 18,113,2024-03-27,52900,46950,46400,2004,"62,2",2
710401,2093548,Hlíðarvegur 82,260,2024-04-01,24000,67750,70400,1976,"159,0",4
710402,2524068,Dofrahella 6J,221,2024-03-26,30400,21750,23100,2023,"65,0",
710403,2273631,Langalína 7,210,2024-03-22,90000,87250,86700,2005,"116,1",2
710404,2297718,Hringhella 8,221,2024-04-02,47500,46350,49150,2009,"143,7",
710405,2014835,Safamýri 54,108,2024-03-20,47000,49300,43000,1964,"77,1",1
710406,2289501,Háseyla 26,260,2024-03-25,95900,91450,95250,2006,"192,0",4
710407,2520085,Sjávarborg 4A,190,2024-03-27,74900,57200,62750,2023,"107,7",4
710408,2089001,Heiðarhvammur 9,230,2024-04-05,44600,36850,40400,1979,"77,7",2
710409,2517669,Njarðarvellir 8,260,2024-04-03,51500,30000,45000,2023,"62,4",1
710410,2064310,Melgerði 21,200,2024-03-27,93000,89100,88800,1968,"149,6",4
710411,2066456,Þverbrekka 6,200,2024-03-27,69500,61600,61650,1966,"96,0",2
710412,2511717,Hraungata 21,210,2024-03-27,64500,62900,67400,2021,"73,4",1
710413,2312688,Breiðhella 16,221,2024-03-26,69500,62950,66750,2008,"204,4",
710414,2018993,Kirkjuteigur 25,105,2024-03-27,159000,122050,126400,1948,"230,4",3
710415,2229257,Gullsmári 7,201,2024-03-18,44000,43750,45250,1997,"49,3",1
710416,2527657,Lambamýri 3,225,2024-03-25,82900,50800,72600,2023,"105,7",3
710417,2280149,Akurbraut 10,260,2024-04-02,69000,68700,70950,2006,"135,4",2
710418,2510847,Hafnarbraut 12F,200,2024-03-27,75000,72050,72550,2021,"91,2",2
710419,2078906,Sléttahraun 22,220,2024-03-11,99000,94950,94850,1966,"175,3",4
710420,2224270,Starengi 24,112,2024-03-22,73000,64100,64950,1996,"99,6",3
710421,2230589,Lautasmári 1,201,2024-03-27,76500,75700,78250,1998,"104,8",1
710422,2312746,Lyngás 1A,210,2024-03-22,73000,74150,74750,2016,"89,8",3
710424,2213522,Mosarimi 2,112,2024-03-26,59900,54050,54700,1994,"76,4",2
710425,2516239,Hafnarbraut 4,200,2024-03-27,94000,82450,86650,2024,"116,6",3
710426,2006524,Skólavörðustígur 41,101,2024-03-25,63500,66300,65550,1958,"73,9",2
710427,2270564,Laugavegur 40A,101,2024-03-25,60700,49450,48450,1929,"55,9",1
710428,2011746,Skipholt 16,105,2024-03-25,96000,81850,85150,1953,"149,0",1
710429,2044896,Hraunbær 102A,110,2024-03-18,61500,64750,65150,1978,"109,2",2
710430,2036967,Gautland 15,108,2024-03-26,65000,60500,61650,1968,"76,6",2
710431,2516229,Hafnarbraut 4,200,2024-03-27,106990,87800,92300,2024,"116,3",3
710432,2078380,Norðurbraut 25B,220,2024-03-26,80000,94000,93800,1945,"142,5",2
710433,2247256,Ársalir 1,201,2024-03-11,71900,69450,70050,2002,"98,9",2
710434,2060820,Furugrund 66,200,2024-03-27,52000,43250,43000,1978,"56,5",1
710435,2026066,Reynimelur 84,107,2024-03-14,59200,53650,55950,1967,"74,2",2
710436,2516244,Hafnarbraut 8,200,2024-03-22,69900,63500,66450,2024,"86,1",2
710437,2247002,Lækjargata 20,220,2024-03-27,139900,123750,124850,2001,"219,6",4
710438,2503029,Vinastræti 16,210,2024-03-26,106000,78500,74800,2020,"250,6",
710439,2009562,Samtún 34,105,2024-04-02,50100,41350,41200,1942,"59,1",1
710440,2012951,Úthlíð 13,105,2024-03-27,63000,64750,65550,1950,"79,1",2
710441,2206521,Snorrastaðir lóð 48,806,2024-04-01,35000,17500,22100,1985,"50,4",
710442,2089000,Heiðarhvammur 9,230,2024-03-26,37100,31700,34950,1979,"62,4",1
710443,2529061,Keilisholt 1,190,2024-03-22,59100,24650,58550,2023,"110,0",4
710444,2069809,Dalsbyggð 12,210,2024-04-02,181000,161450,163800,1979,"273,7",6
710445,2527614,Víðiholt 16,225,2024-03-26,98178,63750,110250,2024,"177,9",4
710446,2527612,Víðiholt 14,225,2024-03-26,98178,63750,110250,2024,"177,9",4
710447,2527610,Víðiholt 12,225,2024-03-26,104508,65400,112900,2024,"179,9",4
710449,2521274,Breiðamýri 3,800,2024-03-27,21500,17350,19400,2023,"68,5",
710450,2516110,Eyravegur 34A,800,2024-04-03,38000,23550,35150,    ,"46,4",1
710451,2091339,Þverholt 13,230,2024-04-03,86000,76200,80000,1970,"166,4",3
710452,2090286,Skólavegur 10,230,2024-04-04,77000,57350,62500,1970,"166,1",4
710453,2014188,Safamýri 35,108,2024-03-27,114900,109750,110950,1963,"179,5",4
710454,2352736,Smáraland 11,800,2023-12-29,26000,54150,54900,2015,"80,8",2
710455,2306027,Bakkagerði 14,730,2024-03-05,37000,27600,30550,2008,"87,3",2
710456,2210360,Heiðmörk 22H,810,2024-04-04,52000,44600,45950,1972,"77,1",2
710457,2284216,Tjarnarstígur 1,825,2024-04-04,70000,67700,68900,2005,"167,4",3
710458,2313787,Breiðbraut 670A,262,2024-04-05,41900,38450,41300,1969,"99,7",2
710459,2506538,Unnardalur 1D,260,2024-04-03,58500,48850,52500,2022,"88,4",2
710460,2084976,Óskotsvegur 21,271,2023-06-01,60000,65350,81750,2004,"109,8",
710461,2513677,Sunnusmári 2,201,2023-10-09,80000,76900,79450,2021,"99,7",2
710462,2302624,Aflakór 13,203,2024-03-27,153500,160550,161600,2008,"261,4",4
710463,2244284,Sólarsalir 5,201,2024-03-27,79000,72350,73200,2003,"103,2",2
710465,2170218,Fossgata 7,735,2024-04-04,52000,42550,46850,1971,"183,9",4
710466,2367055,Austurvegur 39,800,2024-04-03,63900,52500,55650,2018,"101,4",2
710467,2529392,Hæðarland 10,800,2024-03-26,75500,47650,80150,2024,"136,8",3
710468,2130375,Hlíðarvegur 4,580,2023-11-17,4500,37500,46050,1934,"236,4",7
710469,2150978,Strandgata 35,600,2024-04-03,2900,41550,40150,1888,"105,9",2
710470,2085855,Eilífsdalur 4,276,2024-04-01,500,37571,42550,1978,"112,5",
710471,2007912,Vitastígur 14A,101,2024-04-02,12300,12345,12760,1968,"39,8",
710472,2036575,Áland 11,108,2024-04-01,80300,80300,81850,1984,"121,9",2
710473,2520271,Silfursmári 2,201,2024-03-21,101900,64550,91450,2023,"121,8",2
710474,2050896,Suðurhólar 14,111,2024-03-01,53700,54450,54050,1980,"91,0",2
710475,2369382,Tangabryggja 15,110,2024-03-22,63600,61650,63000,2019,"79,1",1
710476,2516889,Silfursmári 8,201,2024-03-22,59500,53400,55050,2022,"53,3",1
710477,2187006,Seftjörn 20,800,2024-04-03,67000,69850,70850,1993,"145,0",3
710478,2367760,Dalsbraut 16,260,2024-04-02,50000,49250,51100,2018,"89,3",2
710479,2320285,Brekkuás 9,221,2024-03-27,92900,83100,84950,2012,"128,1",3
710480,2046091,Klapparás 8,110,2024-03-27,170000,151450,155350,1981,"320,3",6
710481,2111815,Þórólfsgata 10A,310,2024-03-19,50000,39550,42600,1949,"399,0",3
710481,2111816,Þórólfsgata 10A,310,2024-03-19,50000,37750,40600,1949,"399,0",3
710481,2111814,Þórólfsgata 10A,310,2024-03-19,50000,31900,34550,1949,"399,0",2
710482,2359659,Arnarklettur 28,310,2024-03-22,38000,32900,35800,2016,"64,4",1
710483,2150206,Skarðshlíð 4,603,2024-04-05,38000,33900,33850,1968,"76,5",2
710484,2365869,Davíðshagi 10,600,2024-04-04,44000,38650,40450,2018,"59,4",1
710485,2519913,Silfratjörn 18,113,2024-04-03,150000,129900,133900,2022,"195,5",4
710486,2150192,Skarðshlíð 2,603,2024-04-05,38000,34050,34000,1968,"75,4",2
710487,2527513,Hulduholt 2B,603,2024-04-05,111693,5430,63300,    ,"120,1",2
710488,2151820,Víðivellir 16,600,2024-04-05,43100,37300,40100,1947,"71,0",2
710489,2151713,Víðilundur 14,600,2024-04-08,47600,47100,46650,1970,"111,1",3
710490,2259339,Valagil 19,603,2024-04-05,88500,72850,80000,2003,"131,6",1
710491,2071779,Markarflöt 37,210,2024-03-20,166000,134200,143000,1972,"201,8",5
710492,2509795,Jöfursbás 11C,112,2024-03-15,32391,53350,54050,2021,"64,3",3
710493,2013899,Álftamýri 16,108,2024-03-26,62500,52700,54100,1961,"74,9",2
710494,2052914,Torfufell 25,111,2024-03-27,44000,38650,38450,1972,"57,3",1
710495,2021657,Sólheimar 27,104,2024-03-26,66700,60500,62100,1960,"87,5",2
710496,2503972,Lyngás 1F,210,2024-03-26,77500,72900,73200,2019,"98,1",3
710497,2001738,Vesturgata 7,101,2024-03-22,46000,59300,57700,1989,"65,6",1
710498,2349625,Þorrasalir 15,201,2024-03-26,87900,84750,85800,2015,"114,8",3
710500,2358638,Undirhlíð 1,603,2024-04-08,51600,49400,49000,2017,"79,3",2
710501,2018746,Hrísateigur 12,105,2024-03-27,82000,74400,76750,1944,"102,8",2
710502,2521789,Mýrargata 37,101,2024-03-20,53990,42150,51150,2023,"45,2",1
710503,2500209,Holtsvegur 27,210,2024-03-27,67300,62700,67150,2018,"76,5",2
710504,2012156,Snorrabraut 77,105,2024-03-25,155000,130500,143800,1939,"239,7",8
710505,2521543,Bjarkarholt 17,270,2024-03-26,76900,63850,65450,2024,"80,2",2
710506,2350954,Vallakór 2A,203,2024-04-03,65900,66000,65450,2014,"87,2",2
710507,2025229,Framnesvegur 57,101,2024-03-22,69000,52600,54450,1945,"77,0",2
710508,2516875,Silfursmári 6,201,2024-04-03,88900,83700,86750,2022,"110,5",3
710509,2523767,Holtsvegur 53,210,2024-03-27,77000,70800,75900,2023,"89,9",2
710510,2504561,Kinnargata 48,210,2024-04-02,136900,98250,121800,2023,"149,5",4
710511,2060871,Furugrund 70,200,2024-03-25,62500,54200,53950,1979,"73,6",2
710512,2522403,Iðnbúð 2,210,2024-03-27,41900,40050,40200,1982,"44,6",1
710513,2501436,Urriðaholtsstræti 20,210,2024-03-27,53500,50500,54100,2020,"56,7",0
710514,2030356,Eskihlíð 18,105,2024-03-26,74000,74450,76050,1955,"110,1",3
710515,2228226,Stararimi 65,112,2024-04-03,152000,137750,139450,1996,"195,4",4
710516,2019687,Austurbrún 2,104,2024-04-03,41900,41600,42650,1960,"47,6",1
710517,2072809,Álfaskeið 53,220,2024-03-22,58000,56650,56150,1947,"84,0",1
710518,2103258,Jörundarholt 122,300,2024-04-04,80000,77250,78750,1983,"152,9",3
710519,2028618,Fálkagata 14,107,2024-03-28,54000,51850,55650,1969,"60,4",1
710520,2101309,Vesturgata 140,300,2024-04-04,77500,63300,65700,1952,"173,5",7
710521,2086933,Austurgata 18,230,2024-04-04,42000,31900,32950,1945,"77,2",2
710522,2184426,Kirkjuvegur 64,900,2024-03-26,42285,41700,48650,1925,"183,9",5
710523,2183497,Foldahraun 42,900,2024-03-26,36000,33500,36450,1975,"99,3",2
710524,2101773,Merkigerði 6,300,2024-04-04,43800,51000,51900,1953,"120,2",1
710526,2524523,Smiðjuvellir 102,230,2024-04-03,16500,9930,10800,2023,"38,0",
710527,2087271,Efstaleiti 26,230,2024-04-08,101500,99050,104100,1993,"217,0",4
710528,2524384,Asparlaut 26,230,2024-04-08,103500,56650,85500,2023,"158,8",2
710529,2524387,Asparlaut 26,230,2024-04-05,76500,40850,61950,2023,"102,1",2
710530,2217066,Skeljatangi 19,270,2024-04-03,74900,68750,68500,1994,"94,2",3
710531,2169429,Mýrargata 25,740,2024-04-08,59000,43550,46100,1962,"145,8",2
